"Tile.Size","Match.Score","Prev.Length","Prev.Type","Browse.Time"
0.3,77,75,"TT",9.4238624127056
0.3,75,75,"TT",10.8932836566455
0.3,76,75,"TT",10.4387222939787
0.3,77,75,"TT",8.07403160760706
0.3,75,75,"TT",9.82510897719042
0.3,76,75,"TT",9.54129795684577
0.3,77,75,"TT",9.50692441802136
0.3,75,75,"TT",10.7593291989241
0.3,76,75,"TT",8.42989318639703
0.3,77,75,"TT",11.3746735986816
0.3,75,75,"TT",9.54224065908257
0.3,76,75,"TT",8.232320959759
0.3,77,75,"TT",9.2162270124047
0.3,75,75,"TT",9.28045311055113
0.3,76,75,"TT",9.21766329458285
0.3,77,75,"TT",12.4079776054788
0.3,75,75,"TT",9.77680597794019
0.3,76,75,"TT",10.4516358036392
0.3,77,75,"TT",10.4150155869515
0.3,75,75,"TT",11.2956296160185
0.3,76,75,"TT",9.85899726996439
0.3,77,75,"TT",12.9785965176438
0.3,75,75,"TT",11.4376331981474
0.3,76,75,"TT",8.70942826725876
0.3,77,75,"TT",9.4756673470741
0.3,75,75,"TT",11.4808806927565
0.3,76,75,"TT",9.42792732494779
0.3,77,75,"TT",9.11278788512756
0.3,75,75,"TT",10.1050825047287
0.3,76,75,"TT",9.60341237852286
0.3,77,75,"TT",7.99877230525697
0.3,75,75,"TT",9.98824075145315
0.3,76,75,"TT",11.6438560538182
0.3,77,75,"TT",9.73523069167764
0.3,75,75,"TT",10.3760406263967
0.3,76,75,"TT",10.4198887876969
0.3,77,75,"TT",9.04160474469998
0.3,75,75,"TT",11.1767709587439
0.3,76,75,"TT",10.8113637938411
0.3,77,75,"TT",9.60828279036506
0.3,75,75,"TT",10.8864748663558
0.3,76,75,"TT",9.29547500457404
0.3,77,75,"TT",9.98896839469399
0.3,75,75,"TT",10.1067426613844
0.3,76,75,"TT",9.32280687330607
0.3,77,75,"TT",10.323244466878
0.3,75,75,"TT",9.1981384319614
0.3,76,75,"TT",10.8301286504218
0.3,77,75,"TT",10.0580032332106
0.3,75,75,"TT",9.86149192980807
