"Tile.Size","Match.Score","Prev.Length","Prev.Type","Browse.Time"
0.3,75,75,"AC",14.2584451129575
0.3,75,75,"AC",14.4390642855516
0.3,75,75,"AC",17.2780053601731
0.3,75,75,"AC",16.354585334339
0.3,75,75,"AC",15.2570909668473
0.3,75,75,"AC",15.2587659762449
0.3,75,75,"AC",15.9746753947111
0.3,75,75,"AC",15.28516294571
0.3,75,75,"AC",15.2871341135814
0.3,75,75,"AC",16.0233708707593
0.3,75,75,"AC",15.0715790325918
0.3,75,75,"AC",17.199705955547
0.3,75,75,"AC",15.6979546998831
0.3,75,75,"AC",14.6140897973368
0.3,75,75,"AC",14.7664202399957
0.3,75,75,"AC",14.8345812366266
0.3,75,75,"AC",14.0219098151684
0.3,75,75,"AC",15.2943336468516
0.3,75,75,"AC",14.6861078495965
0.3,75,75,"AC",15.3343119354209
0.3,75,75,"AC",16.2654953681786
0.3,75,75,"AC",16.1957081349019
0.3,75,75,"AC",14.3012249147866
0.3,75,75,"AC",14.3957027732831
0.3,75,75,"AC",14.5778284962336
0.3,75,75,"AC",13.2869756942361
0.3,75,75,"AC",15.4150494751523
0.3,75,75,"AC",12.9360800211778
0.3,75,75,"AC",13.3316248140061
0.3,75,75,"AC",17.0017388557653
0.3,75,75,"AC",15.0443758692772
0.3,75,75,"AC",12.891953836068
0.3,75,75,"AC",14.3587041269246
0.3,75,75,"AC",16.4867924070768
0.3,75,75,"AC",14.524724151155
0.3,75,75,"AC",15.7985134433664
0.3,75,75,"AC",14.7861279065711
0.3,75,75,"AC",16.6943527630172
0.3,75,75,"AC",15.3111660043031
0.3,75,75,"AC",15.4797019288758
0.3,75,75,"AC",14.7147029940277
0.3,75,75,"AC",15.0375948427579
0.3,75,75,"AC",17.2633015105352
0.3,75,75,"AC",15.2499685474932
0.3,75,75,"AC",13.3237726944602
0.3,75,75,"AC",14.0735685594266
0.3,75,75,"AC",14.9910112902084
0.3,75,75,"AC",14.5210544124861
0.3,75,75,"AC",16.8288951774767
0.3,75,75,"AC",14.3835782216847
0.3,75,75,"AC",15.123356920285
0.3,75,75,"AC",16.0702652751154
0.3,75,75,"AC",15.5754288670982
0.3,75,75,"AC",15.010334035244
0.3,75,75,"AC",14.2810408968552
0.3,75,75,"AC",14.8958526306712
0.3,75,75,"AC",14.9052509263887
0.3,75,75,"AC",16.4343488927529
0.3,75,75,"AC",15.0807935131362
0.3,75,75,"AC",15.6195791956243
0.3,75,75,"AC",15.1089129425388
0.3,75,75,"AC",14.8935021118286
0.3,75,75,"AC",14.3500538874554
0.3,75,75,"AC",15.7786273257949
0.3,75,75,"AC",14.1920968872973
0.3,75,75,"AC",15.4653201017339
0.3,75,75,"AC",16.4531765356199
0.3,75,75,"AC",14.6788613402303
0.3,75,75,"AC",12.6596220948806
0.3,75,75,"AC",15.1063889899816
0.3,75,75,"AC",15.5589832400552
0.3,75,75,"AC",15.8020608852279
0.3,75,75,"AC",16.3356388767227
0.3,75,75,"AC",16.8058255888731
0.3,75,75,"AC",15.8696118197907
0.3,75,75,"AC",16.3480858105791
0.3,75,75,"AC",16.5064476666153
0.3,75,75,"AC",16.2529978878108
0.3,75,75,"AC",14.9252959841287
0.3,75,75,"AC",15.4883718943013
0.3,75,75,"AC",15.505466417884
0.3,75,75,"AC",14.5565491489597
0.3,75,75,"AC",13.3896120892834
0.3,75,75,"AC",14.0474895537524
0.3,75,75,"AC",14.364045373808
0.3,75,75,"AC",15.6792782185114
0.3,75,75,"AC",15.3304266107141
0.3,75,75,"AC",14.6310468603885
0.3,75,75,"AC",16.7410505686324
0.3,75,75,"AC",13.8463050080589
0.3,75,75,"AC",15.1585313135029
0.3,75,75,"AC",14.9366661877696
0.3,75,75,"AC",15.3050626203883
0.3,75,75,"AC",15.0539853287578
0.3,75,75,"AC",17.2413819296455
0.3,75,75,"AC",13.8419564741345
0.3,75,75,"AC",15.304048488512
0.3,75,75,"AC",13.7192310294952
0.3,75,75,"AC",15.306749966477
0.3,75,75,"AC",16.0398051496873
