"Tile.Size","Match.Score","Prev.Length","Prev.Type","Browse.Time"
0.3,76,70,"TT",11.0028684731193
0.3,82,60,"TT",10.8283247741971
0.3,76,70,"TT",9.81849680838607
0.3,82,60,"TT",11.8385505380371
0.3,76,70,"TT",10.7925534747219
0.3,82,60,"TT",9.99587584685147
0.3,76,70,"TT",9.59494888231959
0.3,82,60,"TT",10.8490857870769
0.3,76,70,"TT",10.7880393019261
0.3,82,60,"TT",12.2059722220003
0.3,76,70,"TT",10.6709876937434
0.3,82,60,"TT",12.6213748872633
0.3,76,70,"TT",11.9690424333339
0.3,82,60,"TT",12.4033616031254
0.3,76,70,"TT",10.1734403888164
0.3,82,60,"TT",10.609943660654
0.3,76,70,"TT",10.0163295951897
0.3,82,60,"TT",10.9744925359207
0.3,76,70,"TT",11.061925647941
0.3,82,60,"TT",12.9418916621094
0.3,76,70,"TT",11.236301321371
0.3,82,60,"TT",12.6732756256034
0.3,76,70,"TT",11.8790280323896
0.3,82,60,"TT",12.5559057541156
0.3,76,70,"TT",11.8879452361754
0.3,82,60,"TT",11.1556482752199
0.3,76,70,"TT",10.7439887037453
0.3,82,60,"TT",10.2713328363661
0.3,76,70,"TT",10.7648380102495
0.3,82,60,"TT",13.1132700844276
0.3,76,70,"TT",10.7006858190729
0.3,82,60,"TT",11.3379726137422
0.3,76,70,"TT",11.1957971915563
0.3,82,60,"TT",10.1951769710254
0.3,76,70,"TT",8.43357994671164
0.3,82,60,"TT",10.602310344237
0.3,76,70,"TT",11.3857215719147
0.3,82,60,"TT",10.9143948346546
0.3,76,70,"TT",9.55513080158459
0.3,82,60,"TT",12.48121788905
0.3,76,70,"TT",11.9182430859827
0.3,82,60,"TT",11.6140242475101
0.3,76,70,"TT",11.949514314096
0.3,82,60,"TT",11.4963718105377
0.3,76,70,"TT",10.1993349046922
0.3,82,60,"TT",11.6787839922235
0.3,76,70,"TT",10.690666416031
0.3,82,60,"TT",10.8107520289182
0.3,76,70,"TT",10.6400111972634
0.3,82,60,"TT",12.0871059804171
0.3,76,70,"TT",10.1227566221937
0.3,82,60,"TT",11.3698971298262
0.3,76,70,"TT",8.75825442573649
0.3,82,60,"TT",12.7557991790821
0.3,76,70,"TT",10.3254680841901
0.3,82,60,"TT",11.6286965045811
0.3,76,70,"TT",10.6846017613881
0.3,82,60,"TT",11.9004788241263
0.3,76,70,"TT",13.3440070047572
0.3,82,60,"TT",11.7658133522384
0.3,76,70,"TT",8.51954580703616
0.3,82,60,"TT",9.55097969193139
0.3,76,70,"TT",10.2643007994851
0.3,82,60,"TT",9.91560996183518
0.3,76,70,"TT",11.0397079250059
0.3,82,60,"TT",12.0459115682161
0.3,76,70,"TT",10.9204732963026
0.3,82,60,"TT",11.2026693452641
0.3,76,70,"TT",11.3980252245447
0.3,82,60,"TT",12.297712681685
0.3,76,70,"TT",11.2521869447977
0.3,82,60,"TT",12.7978471684789
0.3,76,70,"TT",11.6308961191289
0.3,82,60,"TT",9.91500827140844
0.3,76,70,"TT",11.5070638568716
0.3,82,60,"TT",11.8588801997798
0.3,76,70,"TT",10.0063181469674
0.3,82,60,"TT",11.1830798194321
0.3,76,70,"TT",9.9686866429152
0.3,82,60,"TT",12.2769908071713
0.3,76,70,"TT",9.85450287444838
0.3,82,60,"TT",10.8472100961065
0.3,76,70,"TT",10.0190715650254
0.3,82,60,"TT",9.82366712734393
0.3,76,70,"TT",11.9084315136292
0.3,82,60,"TT",12.5298846565421
0.3,76,70,"TT",11.15439074114
0.3,82,60,"TT",11.7639712634189
